obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,agent,act
397.03366,397.89694,372.75134,0.005,0.005,0.0157426,1.0,0.0757,0.4501,0.0,138.86,C_ctrl,4
397.03366,397.89694,372.75134,0.005,0.005,0.0157426,1.0,0.0757,0.4501,0.0,138.86,EMS,6
395.93137,382.70737,388.72354,0.005,0.005,0.016943,0.98245615,0.0806,0.4558,0.0,104.204,A_ctrl,8
395.93137,382.70737,388.72354,0.005,0.005,0.016943,0.98245615,0.0806,0.4558,0.0,104.204,B_ctrl,2
395.93137,382.70737,388.72354,0.005,0.005,0.016943,0.98245615,0.0806,0.4558,0.0,104.204,C_ctrl,4
395.93137,382.70737,388.72354,0.005,0.005,0.016943,0.98245615,0.0806,0.4558,0.0,104.204,EMS,1
387.22678,373.66925,380.86472,0.005,0.0077102,0.0152102,1.0,0.0771,0.4417,0.0,133.722,A_ctrl,6
387.22678,373.66925,380.86472,0.005,0.0077102,0.0152102,1.0,0.0771,0.4417,0.0,133.722,B_ctrl,8
387.22678,373.66925,380.86472,0.005,0.0077102,0.0152102,1.0,0.0771,0.4417,0.0,133.722,C_ctrl,0
387.22678,373.66925,380.86472,0.005,0.0077102,0.0152102,1.0,0.0771,0.4417,0.0,133.722,EMS,4
373.24924,371.45258,354.85876,0.0091861,0.005,0.005,1.0,0.0792,0.4445,0.516,93.663,A_ctrl,8
373.24924,371.45258,354.85876,0.0091861,0.005,0.005,1.0,0.0792,0.4445,0.516,93.663,B_ctrl,8
373.24924,371.45258,354.85876,0.0091861,0.005,0.005,1.0,0.0792,0.4445,0.516,93.663,C_ctrl,7
373.24924,371.45258,354.85876,0.0091861,0.005,0.005,1.0,0.0792,0.4445,0.516,93.663,EMS,1
400.0,390.63806,387.65375,0.005,0.005,0.005,1.0,0.0894,0.4389,0.0,117.79,A_ctrl,8
400.0,390.63806,387.65375,0.005,0.005,0.005,1.0,0.0894,0.4389,0.0,117.79,B_ctrl,8
400.0,390.63806,387.65375,0.005,0.005,0.005,1.0,0.0894,0.4389,0.0,117.79,C_ctrl,4
400.0,390.63806,387.65375,0.005,0.005,0.005,1.0,0.0894,0.4389,0.0,117.79,EMS,1
400.0,392.3903,382.06046,0.005,0.005,0.0158895,1.0,0.0792,0.4192,4.626,124.058,A_ctrl,8
400.0,392.3903,382.06046,0.005,0.005,0.0158895,1.0,0.0792,0.4192,4.626,124.058,B_ctrl,8
400.0,392.3903,382.06046,0.005,0.005,0.0158895,1.0,0.0792,0.4192,4.626,124.058,C_ctrl,4
400.0,392.3903,382.06046,0.005,0.005,0.0158895,1.0,0.0792,0.4192,4.626,124.058,EMS,1
393.98398,379.92905,376.18622,0.005,0.005,0.0162029,1.0,0.0821,0.4315,4.497,132.446,A_ctrl,8
393.98398,379.92905,376.18622,0.005,0.005,0.0162029,1.0,0.0821,0.4315,4.497,132.446,B_ctrl,1
393.98398,379.92905,376.18622,0.005,0.005,0.0162029,1.0,0.0821,0.4315,4.497,132.446,C_ctrl,4
393.98398,379.92905,376.18622,0.005,0.005,0.0162029,1.0,0.0821,0.4315,4.497,132.446,EMS,1
386.71252,363.23987,364.76654,0.005,0.0053723,0.0166223,1.0,0.0788,0.4268,0.0,133.768,A_ctrl,1
386.71252,363.23987,364.76654,0.005,0.0053723,0.0166223,1.0,0.0788,0.4268,0.0,133.768,B_ctrl,8
386.71252,363.23987,364.76654,0.005,0.0053723,0.0166223,1.0,0.0788,0.4268,0.0,133.768,C_ctrl,6
386.71252,363.23987,364.76654,0.005,0.0053723,0.0166223,1.0,0.0788,0.4268,0.0,133.768,EMS,4
367.95663,371.9787,371.74988,0.0054384,0.005,0.0091884,1.0,0.0804,0.422,5.695,137.824,A_ctrl,1
367.95663,371.9787,371.74988,0.0054384,0.005,0.0091884,1.0,0.0804,0.422,5.695,137.824,B_ctrl,1
367.95663,371.9787,371.74988,0.0054384,0.005,0.0091884,1.0,0.0804,0.422,5.695,137.824,C_ctrl,6
367.95663,371.9787,371.74988,0.0054384,0.005,0.0091884,1.0,0.0804,0.422,5.695,137.824,EMS,4
356.96048,360.13815,385.16394,0.0056412,0.0056412,0.0093912,1.0,0.08,0.4321,12.642,122.454,A_ctrl,1
356.96048,360.13815,385.16394,0.0056412,0.0056412,0.0093912,1.0,0.08,0.4321,12.642,122.454,B_ctrl,0
356.96048,360.13815,385.16394,0.0056412,0.0056412,0.0093912,1.0,0.08,0.4321,12.642,122.454,C_ctrl,6
356.96048,360.13815,385.16394,0.0056412,0.0056412,0.0093912,1.0,0.08,0.4321,12.642,122.454,EMS,4
379.76263,377.28757,387.9593,0.005,0.005,0.0086227,1.0,0.0822,0.4568,3.43,120.384,A_ctrl,8
379.76263,377.28757,387.9593,0.005,0.005,0.0086227,1.0,0.0822,0.4568,3.43,120.384,B_ctrl,3
379.76263,377.28757,387.9593,0.005,0.005,0.0086227,1.0,0.0822,0.4568,3.43,120.384,C_ctrl,6
379.76263,377.28757,387.9593,0.005,0.005,0.0086227,1.0,0.0822,0.4568,3.43,120.384,EMS,1
391.44077,354.2308,390.96417,0.005,0.0122692,0.0085192,1.0,0.0858,0.4426,1.089,141.547,A_ctrl,6
391.44077,354.2308,390.96417,0.005,0.0122692,0.0085192,1.0,0.0858,0.4426,1.089,141.547,B_ctrl,5
391.44077,354.2308,390.96417,0.005,0.0122692,0.0085192,1.0,0.0858,0.4426,1.089,141.547,C_ctrl,1
391.44077,354.2308,390.96417,0.005,0.0122692,0.0085192,1.0,0.0858,0.4426,1.089,141.547,EMS,1
398.72217,378.3136,364.56293,0.00957735,0.01332735,0.00582735,1.0,0.0882,0.4554,2.285,127.283,A_ctrl,6
398.72217,378.3136,364.56293,0.00957735,0.01332735,0.00582735,1.0,0.0882,0.4554,2.285,127.283,B_ctrl,2
398.72217,378.3136,364.56293,0.00957735,0.01332735,0.00582735,1.0,0.0882,0.4554,2.285,127.283,C_ctrl,1
398.72217,378.3136,364.56293,0.00957735,0.01332735,0.00582735,1.0,0.0882,0.4554,2.285,127.283,EMS,1
386.13297,374.37244,366.62274,0.00886415,0.00886415,0.00511415,1.0,0.0815,0.446,6.305,111.923,A_ctrl,6
386.13297,374.37244,366.62274,0.00886415,0.00886415,0.00511415,1.0,0.0815,0.446,6.305,111.923,B_ctrl,2
386.13297,374.37244,366.62274,0.00886415,0.00886415,0.00511415,1.0,0.0815,0.446,6.305,111.923,C_ctrl,4
386.13297,374.37244,366.62274,0.00886415,0.00886415,0.00511415,1.0,0.0815,0.446,6.305,111.923,EMS,3
380.62488,374.50946,366.64108,0.00809615,0.00809615,0.01559615,1.0,0.0829,0.4491,0.0,115.548,A_ctrl,6
380.62488,374.50946,366.64108,0.00809615,0.00809615,0.01559615,1.0,0.0829,0.4491,0.0,115.548,B_ctrl,2
380.62488,374.50946,366.64108,0.00809615,0.00809615,0.01559615,1.0,0.0829,0.4491,0.0,115.548,C_ctrl,4
380.62488,374.50946,366.64108,0.00809615,0.00809615,0.01559615,1.0,0.0829,0.4491,0.0,115.548,EMS,6
367.831,381.77792,373.22592,0.0082774,0.0082774,0.0157774,0.98245615,0.0742,0.4316,4.564,120.283,A_ctrl,6
367.831,381.77792,373.22592,0.0082774,0.0082774,0.0157774,0.98245615,0.0742,0.4316,4.564,120.283,B_ctrl,7
367.831,381.77792,373.22592,0.0082774,0.0082774,0.0157774,0.98245615,0.0742,0.4316,4.564,120.283,C_ctrl,4
367.831,381.77792,373.22592,0.0082774,0.0082774,0.0157774,0.98245615,0.0742,0.4316,4.564,120.283,EMS,3
387.67105,397.38016,385.70566,0.00851415,0.005,0.01601415,0.99037284,0.0796,0.4452,2.071,143.864,A_ctrl,6
387.67105,397.38016,385.70566,0.00851415,0.005,0.01601415,0.99037284,0.0796,0.4452,2.071,143.864,B_ctrl,2
387.67105,397.38016,385.70566,0.00851415,0.005,0.01601415,0.99037284,0.0796,0.4452,2.071,143.864,C_ctrl,4
387.67105,397.38016,385.70566,0.00851415,0.005,0.01601415,0.99037284,0.0796,0.4452,2.071,143.864,EMS,3
372.80005,367.82523,361.8985,0.0096932,0.0096932,0.0171932,0.99828947,0.0847,0.4465,13.561,141.374,A_ctrl,6
372.80005,367.82523,361.8985,0.0096932,0.0096932,0.0171932,0.99828947,0.0847,0.4465,13.561,141.374,B_ctrl,2
372.80005,367.82523,361.8985,0.0096932,0.0096932,0.0171932,0.99828947,0.0847,0.4465,13.561,141.374,C_ctrl,2
372.80005,367.82523,361.8985,0.0096932,0.0096932,0.0171932,0.99828947,0.0847,0.4465,13.561,141.374,EMS,3
376.8886,374.09332,365.9814,0.0095687,0.0095687,0.0095687,1.0,0.0843,0.4326,3.768,149.223,A_ctrl,7
376.8886,374.09332,365.9814,0.0095687,0.0095687,0.0095687,1.0,0.0843,0.4326,3.768,149.223,B_ctrl,1
376.8886,374.09332,365.9814,0.0095687,0.0095687,0.0095687,1.0,0.0843,0.4326,3.768,149.223,C_ctrl,4
376.8886,374.09332,365.9814,0.0095687,0.0095687,0.0095687,1.0,0.0843,0.4326,3.768,149.223,EMS,4
356.34445,343.1453,363.7427,0.00621115,0.00621115,0.01746115,1.0,0.0811,0.4432,13.314,134.113,A_ctrl,0
356.34445,343.1453,363.7427,0.00621115,0.00621115,0.01746115,1.0,0.0811,0.4432,13.314,134.113,B_ctrl,8
356.34445,343.1453,363.7427,0.00621115,0.00621115,0.01746115,1.0,0.0811,0.4432,13.314,134.113,C_ctrl,4
356.34445,343.1453,363.7427,0.00621115,0.00621115,0.01746115,1.0,0.0811,0.4432,13.314,134.113,EMS,6
371.84332,386.77008,374.3076,0.005,0.005,0.01670565,0.98245615,0.0844,0.4423,0.0,147.543,A_ctrl,0
371.84332,386.77008,374.3076,0.005,0.005,0.01670565,0.98245615,0.0844,0.4423,0.0,147.543,B_ctrl,8
371.84332,386.77008,374.3076,0.005,0.005,0.01670565,0.98245615,0.0844,0.4423,0.0,147.543,C_ctrl,3
371.84332,386.77008,374.3076,0.005,0.005,0.01670565,0.98245615,0.0844,0.4423,0.0,147.543,EMS,4
347.96365,383.66284,349.29,0.005,0.005,0.01362715,0.98245615,0.0825,0.4302,8.642,153.289,A_ctrl,8
347.96365,383.66284,349.29,0.005,0.005,0.01362715,0.98245615,0.0825,0.4302,8.642,153.289,B_ctrl,0
347.96365,383.66284,349.29,0.005,0.005,0.01362715,0.98245615,0.0825,0.4302,8.642,153.289,C_ctrl,6
347.96365,383.66284,349.29,0.005,0.005,0.01362715,0.98245615,0.0825,0.4302,8.642,153.289,EMS,4
384.07684,366.77612,368.8015,0.005,0.005,0.01016445,0.98245615,0.086,0.4235,7.699,140.987,A_ctrl,8
384.07684,366.77612,368.8015,0.005,0.005,0.01016445,0.98245615,0.086,0.4235,7.699,140.987,B_ctrl,8
384.07684,366.77612,368.8015,0.005,0.005,0.01016445,0.98245615,0.086,0.4235,7.699,140.987,C_ctrl,6
384.07684,366.77612,368.8015,0.005,0.005,0.01016445,0.98245615,0.086,0.4235,7.699,140.987,EMS,4
392.47778,378.04343,378.9816,0.005,0.005,0.00954935,0.98245615,0.0814,0.4219,2.176,154.624,A_ctrl,8
392.47778,378.04343,378.9816,0.005,0.005,0.00954935,0.98245615,0.0814,0.4219,2.176,154.624,B_ctrl,8
392.47778,378.04343,378.9816,0.005,0.005,0.00954935,0.98245615,0.0814,0.4219,2.176,154.624,C_ctrl,6
392.47778,378.04343,378.9816,0.005,0.005,0.00954935,0.98245615,0.0814,0.4219,2.176,154.624,EMS,6
379.9877,381.82614,387.29083,0.005,0.005,0.0102312,0.9649123,0.0782,0.4335,7.85,140.881,A_ctrl,2
379.9877,381.82614,387.29083,0.005,0.005,0.0102312,0.9649123,0.0782,0.4335,7.85,140.881,B_ctrl,3
379.9877,381.82614,387.29083,0.005,0.005,0.0102312,0.9649123,0.0782,0.4335,7.85,140.881,C_ctrl,0
379.9877,381.82614,387.29083,0.005,0.005,0.0102312,0.9649123,0.0782,0.4335,7.85,140.881,EMS,6
372.87354,363.40204,337.7041,0.00954405,0.01329405,0.005,0.94736844,0.0817,0.4347,13.491,145.463,A_ctrl,2
372.87354,363.40204,337.7041,0.00954405,0.01329405,0.005,0.94736844,0.0817,0.4347,13.491,145.463,B_ctrl,8
372.87354,363.40204,337.7041,0.00954405,0.01329405,0.005,0.94736844,0.0817,0.4347,13.491,145.463,C_ctrl,0
372.87354,363.40204,337.7041,0.00954405,0.01329405,0.005,0.94736844,0.0817,0.4347,13.491,145.463,EMS,6
372.06583,389.01868,360.2315,0.00977315,0.005,0.005,0.9298246,0.0653,0.4223,6.299,149.594,A_ctrl,7
372.06583,389.01868,360.2315,0.00977315,0.005,0.005,0.9298246,0.0653,0.4223,6.299,149.594,B_ctrl,8
372.06583,389.01868,360.2315,0.00977315,0.005,0.005,0.9298246,0.0653,0.4223,6.299,149.594,C_ctrl,0
372.06583,389.01868,360.2315,0.00977315,0.005,0.005,0.9298246,0.0653,0.4223,6.299,149.594,EMS,7
374.61566,394.86847,343.7835,0.0062297,0.005,0.005,0.9035088,0.1219,0.4292,0.0,138.221,A_ctrl,7
374.61566,394.86847,343.7835,0.0062297,0.005,0.005,0.9035088,0.1219,0.4292,0.0,138.221,B_ctrl,8
374.61566,394.86847,343.7835,0.0062297,0.005,0.005,0.9035088,0.1219,0.4292,0.0,138.221,C_ctrl,0
374.61566,394.86847,343.7835,0.0062297,0.005,0.005,0.9035088,0.1219,0.4292,0.0,138.221,EMS,7
375.08078,372.62503,363.32626,0.00566105,0.005,0.005,0.877193,0.1018,0.4333,8.884,165.222,A_ctrl,7
375.08078,372.62503,363.32626,0.00566105,0.005,0.005,0.877193,0.1018,0.4333,8.884,165.222,B_ctrl,8
375.08078,372.62503,363.32626,0.00566105,0.005,0.005,0.877193,0.1018,0.4333,8.884,165.222,C_ctrl,0
375.08078,372.62503,363.32626,0.00566105,0.005,0.005,0.877193,0.1018,0.4333,8.884,165.222,EMS,6
372.22327,395.84512,355.09805,0.0070111,0.005,0.005,0.8596491,0.1114,0.4323,5.026,152.094,A_ctrl,7
372.22327,395.84512,355.09805,0.0070111,0.005,0.005,0.8596491,0.1114,0.4323,5.026,152.094,B_ctrl,8
372.22327,395.84512,355.09805,0.0070111,0.005,0.005,0.8596491,0.1114,0.4323,5.026,152.094,C_ctrl,7
372.22327,395.84512,355.09805,0.0070111,0.005,0.005,0.8596491,0.1114,0.4323,5.026,152.094,EMS,7
376.67075,386.1628,372.72363,0.0063547,0.005,0.0063547,0.8333333,0.1223,0.4402,8.42,164.664,A_ctrl,7
376.67075,386.1628,372.72363,0.0063547,0.005,0.0063547,0.8333333,0.1223,0.4402,8.42,164.664,B_ctrl,2
376.67075,386.1628,372.72363,0.0063547,0.005,0.0063547,0.8333333,0.1223,0.4402,8.42,164.664,C_ctrl,4
376.67075,386.1628,372.72363,0.0063547,0.005,0.0063547,0.8333333,0.1223,0.4402,8.42,164.664,EMS,7
367.39594,365.34726,363.15506,0.0069832,0.0107332,0.0182332,0.80701756,0.1224,0.4359,10.344,168.827,A_ctrl,7
367.39594,365.34726,363.15506,0.0069832,0.0107332,0.0182332,0.80701756,0.1224,0.4359,10.344,168.827,B_ctrl,2
367.39594,365.34726,363.15506,0.0069832,0.0107332,0.0182332,0.80701756,0.1224,0.4359,10.344,168.827,C_ctrl,4
367.39594,365.34726,363.15506,0.0069832,0.0107332,0.0182332,0.80701756,0.1224,0.4359,10.344,168.827,EMS,5
383.0424,362.91284,367.16595,0.00719135,0.01094135,0.01844135,0.7982456,0.1142,0.4115,2.872,170.107,A_ctrl,7
383.0424,362.91284,367.16595,0.00719135,0.01094135,0.01844135,0.7982456,0.1142,0.4115,2.872,170.107,B_ctrl,2
383.0424,362.91284,367.16595,0.00719135,0.01094135,0.01844135,0.7982456,0.1142,0.4115,2.872,170.107,C_ctrl,4
383.0424,362.91284,367.16595,0.00719135,0.01094135,0.01844135,0.7982456,0.1142,0.4115,2.872,170.107,EMS,5
375.5262,359.28812,369.23883,0.00725535,0.01100535,0.01850535,0.7894737,0.1164,0.4366,4.0,178.391,A_ctrl,7
375.5262,359.28812,369.23883,0.00725535,0.01100535,0.01850535,0.7894737,0.1164,0.4366,4.0,178.391,B_ctrl,2
375.5262,359.28812,369.23883,0.00725535,0.01100535,0.01850535,0.7894737,0.1164,0.4366,4.0,178.391,C_ctrl,4
375.5262,359.28812,369.23883,0.00725535,0.01100535,0.01850535,0.7894737,0.1164,0.4366,4.0,178.391,EMS,5
370.14398,342.66016,364.9442,0.00766955,0.01141955,0.01891955,0.78070176,0.1269,0.4127,15.195,165.512,A_ctrl,8
370.14398,342.66016,364.9442,0.00766955,0.01141955,0.01891955,0.78070176,0.1269,0.4127,15.195,165.512,B_ctrl,2
370.14398,342.66016,364.9442,0.00766955,0.01141955,0.01891955,0.78070176,0.1269,0.4127,15.195,165.512,C_ctrl,4
370.14398,342.66016,364.9442,0.00766955,0.01141955,0.01891955,0.78070176,0.1269,0.4127,15.195,165.512,EMS,5
375.21283,349.88223,373.14307,0.005,0.0107756,0.0182756,0.7719298,0.1176,0.4266,10.907,162.637,A_ctrl,8
375.21283,349.88223,373.14307,0.005,0.0107756,0.0182756,0.7719298,0.1176,0.4266,10.907,162.637,B_ctrl,2
375.21283,349.88223,373.14307,0.005,0.0107756,0.0182756,0.7719298,0.1176,0.4266,10.907,162.637,C_ctrl,4
375.21283,349.88223,373.14307,0.005,0.0107756,0.0182756,0.7719298,0.1176,0.4266,10.907,162.637,EMS,4
376.43063,347.5107,366.87448,0.005,0.01063185,0.01813185,0.7719298,0.1312,0.415,1.464,171.971,A_ctrl,1
376.43063,347.5107,366.87448,0.005,0.01063185,0.01813185,0.7719298,0.1312,0.415,1.464,171.971,B_ctrl,2
376.43063,347.5107,366.87448,0.005,0.01063185,0.01813185,0.7719298,0.1312,0.415,1.464,171.971,C_ctrl,4
376.43063,347.5107,366.87448,0.005,0.01063185,0.01813185,0.7719298,0.1312,0.415,1.464,171.971,EMS,4
351.20767,345.9934,368.1033,0.00734855,0.01109855,0.01859855,0.7719298,0.12,0.4082,19.008,147.008,A_ctrl,1
351.20767,345.9934,368.1033,0.00734855,0.01109855,0.01859855,0.7719298,0.12,0.4082,19.008,147.008,B_ctrl,3
351.20767,345.9934,368.1033,0.00734855,0.01109855,0.01859855,0.7719298,0.12,0.4082,19.008,147.008,C_ctrl,6
351.20767,345.9934,368.1033,0.00734855,0.01109855,0.01859855,0.7719298,0.12,0.4082,19.008,147.008,EMS,4
353.19394,373.34537,369.4185,0.0061004,0.0136004,0.0098504,0.7719298,0.122,0.3921,17.273,152.372,A_ctrl,1
353.19394,373.34537,369.4185,0.0061004,0.0136004,0.0098504,0.7719298,0.122,0.3921,17.273,152.372,B_ctrl,2
353.19394,373.34537,369.4185,0.0061004,0.0136004,0.0098504,0.7719298,0.122,0.3921,17.273,152.372,C_ctrl,6
353.19394,373.34537,369.4185,0.0061004,0.0136004,0.0098504,0.7719298,0.122,0.3921,17.273,152.372,EMS,4
368.34198,366.929,376.39447,0.0063686,0.0101186,0.0101186,0.7719298,0.1281,0.4064,13.2,155.992,A_ctrl,1
368.34198,366.929,376.39447,0.0063686,0.0101186,0.0101186,0.7719298,0.1281,0.4064,13.2,155.992,B_ctrl,2
368.34198,366.929,376.39447,0.0063686,0.0101186,0.0101186,0.7719298,0.1281,0.4064,13.2,155.992,C_ctrl,6
368.34198,366.929,376.39447,0.0063686,0.0101186,0.0101186,0.7719298,0.1281,0.4064,13.2,155.992,EMS,3
353.7549,370.0401,378.83005,0.0065496,0.0102996,0.0102996,0.7798465,0.1207,0.3903,11.074,162.618,A_ctrl,1
353.7549,370.0401,378.83005,0.0065496,0.0102996,0.0102996,0.7798465,0.1207,0.3903,11.074,162.618,B_ctrl,0
353.7549,370.0401,378.83005,0.0065496,0.0102996,0.0102996,0.7798465,0.1207,0.3903,11.074,162.618,C_ctrl,6
353.7549,370.0401,378.83005,0.0065496,0.0102996,0.0102996,0.7798465,0.1207,0.3903,11.074,162.618,EMS,3
355.5772,360.1215,365.27173,0.0068809,0.005,0.0106309,0.7877632,0.115,0.4132,22.757,186.187,A_ctrl,5
355.5772,360.1215,365.27173,0.0068809,0.005,0.0106309,0.7877632,0.115,0.4132,22.757,186.187,B_ctrl,0
355.5772,360.1215,365.27173,0.0068809,0.005,0.0106309,0.7877632,0.115,0.4132,22.757,186.187,C_ctrl,6
355.5772,360.1215,365.27173,0.0068809,0.005,0.0106309,0.7877632,0.115,0.4132,22.757,186.187,EMS,1
355.52448,349.99808,369.33154,0.01555935,0.005,0.01180935,0.8115132,0.1195,0.4163,21.275,168.501,A_ctrl,1
355.52448,349.99808,369.33154,0.01555935,0.005,0.01180935,0.8115132,0.1195,0.4163,21.275,168.501,B_ctrl,0
355.52448,349.99808,369.33154,0.01555935,0.005,0.01180935,0.8115132,0.1195,0.4163,21.275,168.501,C_ctrl,7
355.52448,349.99808,369.33154,0.01555935,0.005,0.01180935,0.8115132,0.1195,0.4163,21.275,168.501,EMS,3
360.72305,354.82016,385.2255,0.00717505,0.005,0.00717505,0.8194298,0.1198,0.3908,32.423,177.628,A_ctrl,1
360.72305,354.82016,385.2255,0.00717505,0.005,0.00717505,0.8194298,0.1198,0.3908,32.423,177.628,B_ctrl,0
360.72305,354.82016,385.2255,0.00717505,0.005,0.00717505,0.8194298,0.1198,0.3908,32.423,177.628,C_ctrl,8
360.72305,354.82016,385.2255,0.00717505,0.005,0.00717505,0.8194298,0.1198,0.3908,32.423,177.628,EMS,3
345.15036,357.021,378.27954,0.0076314,0.005,0.005,0.8273465,0.1132,0.3992,23.623,203.937,A_ctrl,1
345.15036,357.021,378.27954,0.0076314,0.005,0.005,0.8273465,0.1132,0.3992,23.623,203.937,B_ctrl,4
345.15036,357.021,378.27954,0.0076314,0.005,0.005,0.8273465,0.1132,0.3992,23.623,203.937,C_ctrl,7
345.15036,357.021,378.27954,0.0076314,0.005,0.005,0.8273465,0.1132,0.3992,23.623,203.937,EMS,6
361.0623,360.2119,370.74304,0.00894685,0.02019685,0.00894685,0.80980265,0.1187,0.3863,24.504,180.794,A_ctrl,1
361.0623,360.2119,370.74304,0.00894685,0.02019685,0.00894685,0.80980265,0.1187,0.3863,24.504,180.794,B_ctrl,1
361.0623,360.2119,370.74304,0.00894685,0.02019685,0.00894685,0.80980265,0.1187,0.3863,24.504,180.794,C_ctrl,7
361.0623,360.2119,370.74304,0.00894685,0.02019685,0.00894685,0.80980265,0.1187,0.3863,24.504,180.794,EMS,6
368.93146,361.21152,377.70966,0.0077897,0.0077897,0.0077897,0.7922588,0.1163,0.3846,22.803,198.986,A_ctrl,4
368.93146,361.21152,377.70966,0.0077897,0.0077897,0.0077897,0.7922588,0.1163,0.3846,22.803,198.986,B_ctrl,0
368.93146,361.21152,377.70966,0.0077897,0.0077897,0.0077897,0.7922588,0.1163,0.3846,22.803,198.986,C_ctrl,7
368.93146,361.21152,377.70966,0.0077897,0.0077897,0.0077897,0.7922588,0.1163,0.3846,22.803,198.986,EMS,6
357.08173,349.3144,355.9835,0.0199493,0.005,0.0086993,0.7747149,0.1246,0.3959,28.824,175.473,A_ctrl,2
357.08173,349.3144,355.9835,0.0199493,0.005,0.0086993,0.7747149,0.1246,0.3959,28.824,175.473,B_ctrl,0
357.08173,349.3144,355.9835,0.0199493,0.005,0.0086993,0.7747149,0.1246,0.3959,28.824,175.473,C_ctrl,7
357.08173,349.3144,355.9835,0.0199493,0.005,0.0086993,0.7747149,0.1246,0.3959,28.824,175.473,EMS,2
352.1556,358.08136,359.67206,0.01127365,0.005,0.00752365,0.79054826,0.1202,0.3849,28.996,188.966,A_ctrl,2
352.1556,358.08136,359.67206,0.01127365,0.005,0.00752365,0.79054826,0.1202,0.3849,28.996,188.966,B_ctrl,0
352.1556,358.08136,359.67206,0.01127365,0.005,0.00752365,0.79054826,0.1202,0.3849,28.996,188.966,C_ctrl,7
352.1556,358.08136,359.67206,0.01127365,0.005,0.00752365,0.79054826,0.1202,0.3849,28.996,188.966,EMS,2
356.94992,350.3495,374.31958,0.0119483,0.005,0.0081983,0.8063816,0.1186,0.3998,33.289,179.917,A_ctrl,2
356.94992,350.3495,374.31958,0.0119483,0.005,0.0081983,0.8063816,0.1186,0.3998,33.289,179.917,B_ctrl,0
356.94992,350.3495,374.31958,0.0119483,0.005,0.0081983,0.8063816,0.1186,0.3998,33.289,179.917,C_ctrl,4
356.94992,350.3495,374.31958,0.0119483,0.005,0.0081983,0.8063816,0.1186,0.3998,33.289,179.917,EMS,2
344.44623,335.7697,372.8931,0.01149585,0.005,0.01899585,0.8222149,0.1195,0.3746,25.61,189.576,A_ctrl,5
344.44623,335.7697,372.8931,0.01149585,0.005,0.01899585,0.8222149,0.1195,0.3746,25.61,189.576,B_ctrl,8
344.44623,335.7697,372.8931,0.01149585,0.005,0.01899585,0.8222149,0.1195,0.3746,25.61,189.576,C_ctrl,4
344.44623,335.7697,372.8931,0.01149585,0.005,0.01899585,0.8222149,0.1195,0.3746,25.61,189.576,EMS,2
365.97055,377.3661,375.01785,0.0157288,0.005,0.0194788,0.8380482,0.1211,0.3864,27.253,210.116,A_ctrl,2
365.97055,377.3661,375.01785,0.0157288,0.005,0.0194788,0.8380482,0.1211,0.3864,27.253,210.116,B_ctrl,8
365.97055,377.3661,375.01785,0.0157288,0.005,0.0194788,0.8380482,0.1211,0.3864,27.253,210.116,C_ctrl,4
365.97055,377.3661,375.01785,0.0157288,0.005,0.0194788,0.8380482,0.1211,0.3864,27.253,210.116,EMS,2
353.3675,354.2636,355.4801,0.0130058,0.0055058,0.0205058,0.8538816,0.1231,0.3743,28.274,172.129,A_ctrl,2
353.3675,354.2636,355.4801,0.0130058,0.0055058,0.0205058,0.8538816,0.1231,0.3743,28.274,172.129,B_ctrl,8
353.3675,354.2636,355.4801,0.0130058,0.0055058,0.0205058,0.8538816,0.1231,0.3743,28.274,172.129,C_ctrl,4
353.3675,354.2636,355.4801,0.0130058,0.0055058,0.0205058,0.8538816,0.1231,0.3743,28.274,172.129,EMS,7
366.1212,374.1709,363.1512,0.01110645,0.005,0.01860645,0.8275658,0.115,0.3781,35.886,206.729,A_ctrl,2
366.1212,374.1709,363.1512,0.01110645,0.005,0.01860645,0.8275658,0.115,0.3781,35.886,206.729,B_ctrl,2
366.1212,374.1709,363.1512,0.01110645,0.005,0.01860645,0.8275658,0.115,0.3781,35.886,206.729,C_ctrl,1
366.1212,374.1709,363.1512,0.01110645,0.005,0.01860645,0.8275658,0.115,0.3781,35.886,206.729,EMS,6
347.84174,364.39722,359.60062,0.01283645,0.01283645,0.00908645,0.81002194,0.1148,0.3625,40.711,204.27,A_ctrl,3
347.84174,364.39722,359.60062,0.01283645,0.01283645,0.00908645,0.81002194,0.1148,0.3625,40.711,204.27,B_ctrl,1
347.84174,364.39722,359.60062,0.01283645,0.01283645,0.00908645,0.81002194,0.1148,0.3625,40.711,204.27,C_ctrl,4
347.84174,364.39722,359.60062,0.01283645,0.01283645,0.00908645,0.81002194,0.1148,0.3625,40.711,204.27,EMS,5
341.66757,365.3803,352.95334,0.0164635,0.0089635,0.0202135,0.80125,0.1255,0.3632,32.233,193.326,A_ctrl,3
341.66757,365.3803,352.95334,0.0164635,0.0089635,0.0202135,0.80125,0.1255,0.3632,32.233,193.326,B_ctrl,8
341.66757,365.3803,352.95334,0.0164635,0.0089635,0.0202135,0.80125,0.1255,0.3632,32.233,193.326,C_ctrl,4
341.66757,365.3803,352.95334,0.0164635,0.0089635,0.0202135,0.80125,0.1255,0.3632,32.233,193.326,EMS,4
374.5559,362.82333,370.14774,0.0159163,0.005,0.0196663,0.80125,0.1179,0.3592,33.732,182.46,A_ctrl,3
